Date,Dividends,Stock_Splits,Dividend_Yield,Dividend_Rate,Payout_Ratio,Dividend_1Y_Total,Dividend_1Y_Count,Last_Dividend,Ex_Dividend_Date
2023-07-06,0.0000,0.1667,0.0000,0.0000,0.0000,0.0000,0,0.0000,N/A
